# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"4U 1705-44"	53668.91118	XPj	1	5.7	0.2	11.4	0.5	XPj	0.1962	0.0040	3.00	1.00	0.03	-	1	5.2	0.080	0.396	91039-01-02-52	5129	1.90	-1.00	34.70	1.24	47	0.10	2.058	2862.2	66.8	17.1485	0.0	18.5	1.1	1	21059	16-12-2010	0.000	0.000	2.23	0.05	0	13.098	0.208	0.0	0.0	154.2	1	1.62	0.02	"4U 1705-44"	0.998	0.0	2.296	0.009	3	3	53668.91118	0.540	3332	-44.102	0.1288	
"XTE J1739-285"	53669.74974	IJ1	1	9.1	1.9	0.0	0.0	IJ1	0.0000	0.0000	1.06	2.00	0.00	-	1	8.3	0.951	0.778	037000700010	0	0.00	0.00	0.00	0.00	988	83.40	0.000	203.2	33.6	17.6650	0.0	26.3	3.0	1	87446	02-12-2013	0.000	0.000	0.00	0.00	0	33.018	3.852	0.0	0.0	70.3	1	1.98	0.34	"XTE J1739-285"	0.747	0.0	0.666	0.112	-	-	53669.74974	0.578	5881	-28.496	0.0000	
"HETE J1900.1-2455"	53671.43416	IJ1	1	14.6	1.6	0.0	0.0	IJ1	0.0000	0.0000	2.00	10.00	0.00	-	1	8.3	0.451	0.000	037100320010	0	0.00	0.00	0.00	0.00	989	3.84	0.000	497.3	47.6	19.0026	0.0	36.7	2.4	1	210944	02-12-2013	0.000	0.000	0.00	0.00	0	134.648	7.446	0.0	0.0	2363.4	1	4.94	0.48	"HETE J1900.1-2455"	0.974	0.0	0.898	0.159	-	-	53671.43416	0.000	5882	-24.922	0.0179	
"GS 1826-24"	53672.23419	IJ1	1	2.7	1.5	0.0	0.0	IJ1	0.0000	0.0000	1.00	4.00	0.00	-	1	3.3	1.886	0.000	037100510010	0	0.00	0.00	0.00	0.00	0	312.84	0.000	306.1	148.9	18.4912	0.0	8.1	6.2	1	208481	03-11-2017	0.000	0.000	0.00	0.00	0	12.201	4.257	0.0	0.0	565.2	1	3.04	1.50	"GS 1826-24"	0.000	0.0	1.256	0.313	-	-	53672.23419	0.000	8771	-23.791	0.0947	
"4U 1636-536"	53672.24810	XPj	1	22.3	1.0	10.0	0.4	XPj	0.5731	0.0145	1.00	5.00	0.16	-	1	24.7	0.492	0.798	91024-01-22-10	5113	0.25	-1.00	25.80	1.03	165	0.20	0.947	2278.4	58.3	16.6821	0.0	83.9	1.8	1	21073	16-12-2010	0.000	0.000	2.21	0.05	0	37.523	0.683	0.0	0.0	479.9	1	1.51	0.02	"4U 1636-536"	0.997	0.0	1.613	0.011	3	3	53672.24810	0.565	3333	-53.751	0.0512	
"GS 1826-24"	53672.24834	IJ1	1	7.7	3.4	0.0	0.0	IJ1	0.0000	0.0000	1.00	1.00	0.00	-	2	14.2	5.178	0.000	037100510010	0	0.00	0.00	0.00	0.00	0	312.84	0.000	447.4	175.9	18.4912	0.0	31.9	15.8	1	208481	02-12-2013	0.000	0.000	0.00	0.00	0	55.181	13.231	0.0	0.0	0.3	1	4.49	1.77	"GS 1826-24"	0.045	0.3	1.256	0.313	-	-	53672.24834	0.000	5884	-23.791	0.0947	
"XTE J1739-285"	53674.33270	XPj	1	10.4	0.4	7.6	0.3	XPj	0.1719	0.0028	1.00	6.00	0.44	-	1	6.4	0.100	0.449	91015-03-03-00	5169	0.76	-1.00	16.57	0.58	1	1.10	0.000	1372.3	32.3	17.6650	0.0	28.9	1.1	1	21080	16-12-2010	0.000	0.000	2.28	0.05	0	10.106	0.118	0.0	0.0	110.0	1	0.94	0.02	"XTE J1739-285"	0.982	0.0	1.056	0.002	3	3	53674.33270	0.519	3334	-28.496	0.0000	
"Cyg X-2"	53675.32631	XPl	1	5.1	0.7	12.3	0.9	XPl	0.0559	0.0072	2.00	3.00	0.05	-	1	7.8	2.418	0.374	90030-01-80-00	5163	0.05	-1.00	11.03	0.61	54	0.20	0.000	1082.3	36.2	21.7448	0.0	18.0	1.4	1	21084	16-12-2010	1.377	0.019	1.61	0.05	0	2.681	0.114	0.0	0.0	2127.8	1	0.68	0.02	"Cyg X-2"	0.997	0.0	13.028	0.426	-	-	53675.32631	0.571	3335	38.322	2.0883	
"4U 1636-536"	53676.11217	XPy	1	24.6	1.1	10.1	0.4	XPy	0.5508	0.0119	1.00	5.00	0.18	-	1	28.8	0.495	0.812	91024-01-24-10	5111	0.25	-1.00	22.46	0.84	166	0.20	0.948	1950.7	47.3	16.6821	0.0	91.2	1.7	1	21086	16-12-2010	0.000	0.000	2.13	0.05	0	47.427	0.766	0.0	0.0	92.7	1	1.71	0.02	"4U 1636-536"	0.997	0.0	2.027	0.007	3	3	53676.11217	0.576	3336	-53.751	0.0644	
"4U 1636-536"	53676.12061	XPy	1	24.9	6.4	2.6	0.6	XPy	0.0125	0.0025	1.00	11.00	26.59	-	2	15.5	2.330	0.812	91024-01-24-10	5112	0.25	-1.00	0.53	0.09	167	0.20	0.948	56.3	5.9	16.6821	0.0	57.1	6.7	1	21086	16-12-2010	1.400	0.000	1.63	0.18	0	0.954	0.105	172.9	34.1	0.2	1	0.04	0.01	"4U 1636-536"	0.997	0.2	2.027	0.007	-	-	53676.12061	0.576	3337	-53.751	0.0644	
"XTE J1739-285"	53678.48221	XPc	1	8.3	0.4	8.3	0.3	XPc	0.2336	0.0041	1.00	2.00	0.13	-	1	7.5	0.129	0.443	91015-03-04-00	5173	0.76	-1.00	28.23	1.09	2	1.00	0.000	2250.6	50.5	17.6650	0.0	25.2	1.1	1	21093	16-12-2010	0.000	0.000	2.48	0.05	0	17.598	0.300	0.0	0.0	99.6	1	1.55	0.03	"XTE J1739-285"	0.984	0.0	1.209	0.042	3	3	53678.48221	0.551	3338	-28.496	0.0000	
"XTE J1710-281"	53679.19114	XPq	1	113.4	56.1	1.6	0.4	XPq	0.0255	0.0125	1.00	6.00	38.53	-	1	46.2	6.413	0.866	91045-01-01-10	5167	0.40	-1.00	0.24	0.04	17	1.00	0.000	27.8	3.2	17.1701	0.0	116.0	15.0	1	21096	16-12-2010	0.000	0.000	1.72	0.19	0	0.617	0.079	0.0	0.0	8711.4	1	0.02	0.00	"XTE J1710-281"	0.984	0.0	0.065	0.004	-	-	53679.19114	0.670	3339	-28.132	0.0985	
"XTE J1710-281"	53679.33000	XPq	1	26.4	2.2	2.5	0.2	XPq	0.0362	0.0017	1.00	9.00	4.51	-	1	29.0	1.412	0.929	91045-01-01-11	5168	0.40	-1.00	1.38	0.09	18	1.00	0.000	121.7	5.2	17.1701	0.0	85.1	5.4	1	21097	16-12-2010	0.000	0.000	2.12	0.07	0	2.188	0.079	0.0	0.0	3.3	1	0.09	0.00	"XTE J1710-281"	0.983	0.0	0.052	0.002	-	-	53679.33000	0.534	3340	-28.132	0.0789	
"XTE J1739-285"	53681.23199	XPj	1	9.0	0.4	7.8	0.3	XPj	0.2097	0.0044	1.00	4.00	0.25	-	1	6.3	0.087	0.459	91015-03-04-04	5170	0.76	-1.00	23.48	0.81	3	1.00	0.000	1833.7	37.1	17.6650	0.0	24.0	1.4	1	21105	16-12-2010	0.000	0.000	2.44	0.05	0	13.099	0.544	0.0	0.0	66.0	1	1.26	0.02	"XTE J1739-285"	0.984	0.0	0.902	0.001	3	3	53681.23199	0.508	3341	-28.496	0.0000	
"XTE J1739-285"	53681.31310	XPj	1	6.9	0.5	7.7	0.4	XPj	0.0777	0.0039	1.00	3.00	0.23	-	2	4.4	0.106	0.459	91015-03-04-04	5171	0.76	-1.00	11.33	0.46	4	1.10	0.000	968.5	27.5	17.6650	0.0	17.6	1.1	1	21105	16-12-2010	1.296	0.061	2.05	0.05	0	4.848	0.091	105.6	7.1	1.9	1	0.68	0.01	"XTE J1739-285"	0.982	1.9	0.902	0.001	3	3	53681.31310	0.508	3342	-28.496	0.0000	
"XTE J1739-285"	53682.34661	XPj	1	6.2	0.6	8.3	0.3	XPj	0.0621	0.0060	1.00	3.00	0.29	-	1	4.8	0.125	0.454	91015-03-04-06	5172	0.76	-1.00	10.07	0.30	5	1.00	0.000	861.5	18.6	17.6650	0.0	18.7	1.1	1	21110	16-12-2010	0.000	0.000	1.92	0.03	0	4.535	0.085	0.0	0.0	24.8	1	0.60	0.01	"XTE J1739-285"	0.984	0.0	0.846	0.003	3	3	53682.34661	0.532	3343	-28.496	0.0000	
"XTE J1739-285"	53685.40774	XPl	1	12.5	0.4	7.9	0.3	XPl	0.1630	0.0020	1.00	6.00	0.51	-	1	7.1	0.132	0.439	91015-03-05-00	5174	0.76	-1.00	13.11	0.43	6	1.00	0.000	1088.5	25.4	17.6650	0.0	32.3	1.1	1	21127	16-12-2010	0.000	0.000	2.10	0.04	0	10.557	0.127	0.0	0.0	73.5	1	0.75	0.01	"XTE J1739-285"	0.983	0.0	1.255	0.014	3	3	53685.40774	0.556	3344	-28.496	0.0000	
"4U 1636-536"	53688.95191	XPq	1	6.7	0.3	29.7	1.4	XPq	0.5546	0.0042	2.00	1.00	0.04	-	1	6.1	0.055	0.426	91024-01-30-10	5114	0.25	-1.00	83.34	3.38	168	0.30	2.234	7783.7	221.6	16.6821	0.0	19.6	1.0	1	21131	16-12-2010	1.584	0.044	1.72	0.04	0	40.522	0.390	0.0	0.0	308.0	1	4.43	0.03	"4U 1636-536"	0.996	0.0	3.454	0.015	26,3	26,3	53688.95191	0.460	3345	-53.751	0.1155	
"Cyg X-2"	53689.09839	XPc	1	34.2	14.5	6.8	0.7	XPc	0.2205	0.0976	1.00	7.00	3.63	-	1	21.0	10.239	0.346	90030-01-83-01	5164	0.05	-1.00	6.65	0.52	55	0.20	0.000	716.8	35.2	21.7448	0.0	37.4	5.2	1	21133	16-12-2010	1.384	0.014	1.92	0.10	0	3.104	0.342	0.0	0.0	330.5	1	0.49	0.02	"Cyg X-2"	0.997	0.0	12.890	0.029	-	-	53689.09839	0.580	3346	38.322	2.0773	
"4U 1636-536"	53710.97121	XPq	1	8.6	0.3	11.1	0.4	XPq	0.3398	0.0045	1.00	5.00	0.20	-	1	6.4	0.088	0.426	91024-01-41-10	5115	0.25	-1.00	39.48	1.34	169	0.20	2.058	3266.6	70.5	16.6821	0.0	24.0	1.2	1	21191	16-12-2010	0.000	0.000	2.33	0.04	0	22.489	0.526	0.0	0.0	528.5	1	2.20	0.02	"4U 1636-536"	0.996	0.0	1.904	0.012	3	3	53710.97121	0.409	3347	-53.751	0.0605	
"Aql X-1"	53715.15741	XPl	1	21.8	1.0	14.7	0.4	XPl	1.0247	0.0358	1.00	3.00	0.11	-	1	28.8	0.473	0.797	91414-01-08-00	5153	0.40	-1.00	47.31	1.27	55	0.40	0.940	4113.3	68.6	19.1878	0.0	86.1	1.5	1	21200	16-12-2010	0.000	0.000	2.13	0.03	0	62.508	0.539	0.0	0.0	5382.5	1	2.69	0.02	"Aql X-1"	0.993	0.0	2.547	0.008	3	3	53715.15741	0.554	3348	0.585	0.0622	
"Aql X-1"	53719.42582	XPj	1	20.4	0.9	13.3	0.4	XPj	1.0639	0.0330	1.00	4.00	0.15	-	1	25.5	0.299	0.772	91414-01-08-03	5154	0.40	-1.00	52.34	1.60	56	0.20	0.676	4453.1	81.3	19.1878	0.0	79.8	1.5	1	21212	16-12-2010	0.000	0.000	2.29	0.04	0	72.759	0.899	0.0	0.0	102.4	1	2.91	0.03	"Aql X-1"	0.997	0.0	1.514	0.003	3	3	53719.42582	0.495	3349	0.585	0.0370	
"Aql X-1"	53720.15957	XPa	1	17.7	0.6	13.2	0.3	XPa	1.0168	0.0263	1.00	4.00	0.13	-	1	21.1	0.213	0.773	91414-01-09-00	5155	0.40	-1.00	57.50	1.34	57	0.30	0.664	4644.1	64.2	19.1878	0.0	68.2	1.4	1	21216	16-12-2010	0.000	0.000	2.35	0.03	0	80.321	0.770	0.0	0.0	17.6	1	3.81	0.03	"Aql X-1"	0.996	0.0	1.222	0.009	3	3	53720.15957	0.487	3350	0.585	0.0298	
"4U 1636-536"	53725.82840	XPq	1	20.6	1.0	10.5	0.5	XPq	0.5445	0.0125	1.00	3.00	0.15	a	1	25.2	0.449	0.738	91024-01-49-10	5116	0.25	-1.00	26.50	1.06	170	0.40	1.146	2273.7	58.4	16.6821	0.0	88.2	1.6	1	21230	16-12-2010	0.000	0.000	2.18	0.05	1	37.330	0.591	0.0	0.0	356.6	1	1.48	0.02	"4U 1636-536"	0.994	0.0	1.726	0.001	-	-	53725.82840	0.552	3351	-53.751	0.0548	
"4U 1636-536"	53772.68148	XPj	1	12.3	0.5	14.3	0.6	XPj	0.3114	0.0037	1.00	9.00	3.77	-	1	6.1	0.072	0.428	91024-01-72-10	5117	0.25	-1.00	25.40	0.94	171	0.10	2.233	2375.8	61.1	16.6821	0.0	32.2	1.2	1	21337	16-12-2010	0.000	0.000	1.84	0.04	0	19.256	0.142	0.0	0.0	1124.5	1	1.52	0.02	"4U 1636-536"	0.998	0.0	2.354	0.018	3	3	53772.68148	0.466	3353	-53.751	0.0748	
"1A 1742-294"	53775.47057	IJ1	1	17.0	7.4	0.0	0.0	IJ1	0.0000	0.0000	1.01	6.00	0.00	-	1	19.8	4.766	0.760	040600120010	0	0.00	0.00	0.00	0.00	0	84.72	0.000	80.9	24.7	17.7682	0.0	57.8	13.4	1	122932	02-12-2013	0.000	0.000	0.00	0.00	0	19.323	4.926	0.0	0.0	2808.5	1	0.70	0.25	"1A 1742-294"	0.781	0.0	0.623	0.086	-	-	53775.47057	0.514	5885	-29.515	0.0409	
"SAX J1747.0-2853"	53775.48534	IJ1	1	7.4	3.0	0.0	0.0	IJ1	0.0000	0.0000	1.11	5.00	0.00	-	2	4.8	1.337	0.000	040600120010	0	0.00	0.00	0.00	0.00	991	123.30	0.000	123.0	29.5	17.7841	0.0	20.2	6.0	1	128924	02-12-2013	0.000	0.000	0.00	0.00	0	14.735	4.407	0.0	0.0	2880.6	1	1.14	0.30	"SAX J1747.0-2853"	0.664	0.0	0.812	0.170	-	-	53775.48534	0.000	5886	-28.883	0.0526	
"SLX 1744-300"	53778.03945	IJ1	1	5.4	2.3	0.0	0.0	IJ1	0.0000	0.0000	1.14	1.00	0.00	-	1	3.1	0.965	0.000	040700070010	0	0.00	0.00	0.00	0.00	0	56.10	0.000	74.3	24.3	17.7904	0.0	10.7	3.6	1	146178	02-12-2013	0.000	0.000	0.00	0.00	0	6.734	1.924	0.0	0.0	2871.8	1	0.75	0.25	"SLX 1744-300"	0.825	0.0	0.553	0.344	-	-	53778.03945	0.000	5887	-30.045	0.1082	
"4U 1728-34"	53778.04163	IJ1	1	6.7	2.7	0.0	0.0	IJ1	0.0000	0.0000	1.64	1.00	0.00	-	2	5.4	1.516	0.625	040700070010	0	0.00	0.00	0.00	0.00	0	249.24	1.723	256.6	71.5	17.5325	0.0	14.6	13.2	1	63882	02-12-2013	0.000	0.000	0.00	0.00	0	26.818	6.605	0.0	0.0	3053.8	1	2.41	0.76	"4U 1728-34"	0.174	0.0	4.240	0.357	-	-	53778.04163	0.624	5888	-33.837	0.1141	
"SAX J1747.0-2853"	53780.91363	IJ1	1	8.0	1.7	0.0	0.0	IJ1	0.0000	0.0000	1.17	3.00	0.00	-	1	5.0	0.813	0.851	040800020010	0	0.00	0.00	0.00	0.00	992	18.72	0.000	242.7	36.6	17.7841	0.0	23.0	5.1	1	128932	02-12-2013	0.000	0.000	0.00	0.00	0	35.140	5.242	0.0	0.0	130.3	1	2.41	0.37	"SAX J1747.0-2853"	0.942	0.0	0.808	0.126	-	-	53780.91363	1.246	5889	-28.883	0.0524	
"4U 1728-34"	53780.93835	IJ1	1	7.5	2.9	0.0	0.0	IJ1	0.0000	0.0000	1.53	3.00	0.00	-	1	4.7	1.358	0.605	040800030010	0	0.00	0.00	0.00	0.00	993	242.88	1.798	231.7	64.7	17.5329	0.0	16.7	4.6	1	63886	02-12-2013	0.000	0.000	0.00	0.00	0	26.289	6.468	0.0	0.0	69.5	1	2.10	0.65	"4U 1728-34"	0.195	0.0	3.935	0.279	-	-	53780.93835	0.613	5890	-33.829	0.1059	
"4U 1728-34"	53781.03059	IJ1	1	5.0	2.3	0.0	0.0	IJ1	0.0000	0.0000	1.43	2.00	0.00	-	1	2.6	1.135	0.679	040800080010	0	0.00	0.00	0.00	0.00	0	248.64	1.531	243.9	70.0	17.5324	0.0	9.5	4.3	1	63887	02-12-2013	0.000	0.000	0.00	0.00	0	17.188	5.420	0.0	0.0	2.2	1	2.08	0.70	"4U 1728-34"	0.175	0.0	4.499	0.341	-	-	53781.03059	0.654	5891	-33.832	0.1210	
"XB 1832-330"	53782.91244	IJ1	1	16.6	4.4	0.0	0.0	IJ1	0.0000	0.0000	1.10	7.00	0.00	-	1	37.0	6.174	0.000	040800540010	0	0.00	0.00	0.00	0.00	994	96.96	0.000	168.5	34.3	18.5956	0.0	75.1	32.1	1	209128	02-12-2013	0.000	0.000	0.00	0.00	0	48.653	7.985	0.0	0.0	16012.5	1	1.63	0.34	"XB 1832-330"	0.691	0.0	0.335	0.091	-	-	53782.91244	0.000	5892	-32.982	0.0245	
"1A 1742-294"	53784.01264	IJ1	1	7.4	3.1	0.0	0.0	IJ1	0.0000	0.0000	1.13	5.00	0.00	-	1	9.8	3.594	1.294	040900060010	0	0.00	0.00	0.00	0.00	0	102.06	0.000	110.7	26.8	17.7682	0.0	26.6	10.0	1	122960	02-12-2013	0.000	0.000	0.00	0.00	0	12.541	3.907	0.0	0.0	205.0	1	0.99	0.27	"1A 1742-294"	0.717	0.0	1.375	0.154	-	-	53784.01264	0.721	5893	-29.515	0.0903	
"XTE J1739-285"	53784.06644	IJ1	1	8.2	2.4	0.0	0.0	IJ1	0.0000	0.0000	1.02	2.00	0.00	-	1	19.7	4.065	0.000	040900080010	0	0.00	0.00	0.00	0.00	995	112.56	0.000	202.4	36.9	17.6650	0.0	40.1	9.2	1	87476	02-12-2013	0.000	0.000	0.00	0.00	0	28.046	5.751	0.0	0.0	2367.8	1	1.90	0.37	"XTE J1739-285"	0.656	0.0	1.801	0.435	-	-	53784.06644	0.000	5894	-28.494	0.0000	
"1A 1742-294"	53784.09837	IJ1	1	13.5	7.8	0.0	0.0	IJ1	0.0000	0.0000	1.00	4.00	0.00	-	1	22.5	10.015	0.000	040900090010	0	0.00	0.00	0.00	0.00	0	154.44	0.000	65.8	23.9	17.7682	0.0	53.0	24.1	1	122963	02-12-2013	0.000	0.000	0.00	0.00	0	11.590	5.055	0.0	0.0	2.1	1	0.56	0.24	"1A 1742-294"	0.598	0.0	0.823	0.160	-	-	53784.09837	0.000	5895	-29.515	0.0540	
"4U 1728-34"	53784.15794	IJ1	1	4.4	2.1	0.0	0.0	IJ1	0.0000	0.0000	1.75	3.00	0.00	-	1	4.7	1.420	0.801	040900110010	0	0.00	0.00	0.00	0.00	996	305.58	1.074	563.5	174.0	17.5325	0.0	13.3	6.1	1	63894	02-12-2013	0.000	0.000	0.00	0.00	0	39.770	13.559	0.0	0.0	75.1	1	5.38	1.75	"4U 1728-34"	0.066	0.0	5.191	0.561	-	-	53784.15794	0.718	5896	-33.829	0.1396	
"4U 1728-34"	53784.25111	IJ1	1	3.9	1.4	0.0	0.0	IJ1	0.0000	0.0000	1.44	1.00	0.00	-	1	2.1	0.535	0.000	040900140010	0	0.00	0.00	0.00	0.00	997	229.20	0.000	333.6	75.4	17.5325	0.0	8.4	2.4	1	63895	02-12-2013	0.000	0.000	0.00	0.00	0	20.641	5.083	0.0	0.0	2.2	1	3.02	0.76	"4U 1728-34"	0.248	0.0	4.699	1.011	-	-	53784.25111	0.000	5897	-33.834	0.1264	
"1A 1742-294"	53784.30492	IJ1	1	5.3	2.5	0.0	0.0	IJ1	0.0000	0.0000	1.33	5.00	0.00	-	1	6.8	3.243	0.915	040900160010	0	0.00	0.00	0.00	0.00	0	214.32	0.000	185.2	51.2	17.7682	0.0	18.4	9.5	1	122966	02-12-2013	0.000	0.000	0.00	0.00	0	15.694	5.549	0.0	0.0	5.0	1	1.75	0.51	"1A 1742-294"	0.287	0.0	1.603	0.190	-	-	53784.30492	0.580	5898	-29.515	0.1052	
"4U 1728-34"	53784.39062	IJ1	1	5.7	1.2	0.0	0.0	IJ1	0.0000	0.0000	1.45	1.00	0.00	-	1	4.5	0.730	0.000	040900190010	0	0.00	0.00	0.00	0.00	998	63.66	0.000	240.4	38.4	17.5329	0.0	14.7	2.5	1	63900	02-12-2013	0.000	0.000	0.00	0.00	0	25.365	3.533	0.0	0.0	3.3	1	2.46	0.41	"4U 1728-34"	0.774	0.0	4.670	0.000	-	-	53784.39062	0.000	5899	-33.831	0.1256	
"4U 1728-34"	53784.58036	IJ1	1	3.8	1.1	0.0	0.0	IJ1	0.0000	0.0000	1.55	3.00	0.00	-	1	3.6	1.056	0.498	040900250010	0	0.00	0.00	0.00	0.00	999	186.96	2.796	441.6	72.3	17.5327	0.0	11.0	3.8	1	63905	02-12-2013	0.000	0.000	0.00	0.00	0	27.773	6.015	0.0	0.0	4.6	1	4.07	0.73	"4U 1728-34"	0.385	0.0	4.688	0.938	-	-	53784.58036	0.878	5900	-33.835	0.1261	
"4U 1728-34"	53784.66234	IJ1	1	0.0	0.0	0.0	0.0	IJ1	0.0000	0.0000	1.36	1.00	0.00	e	1	168.6	110.407	0.629	040900270010	0	0.00	0.00	0.00	0.00	0	247.38	1.709	178.2	59.6	17.5328	0.0	247.6	144.8	1	63907	02-12-2013	0.000	0.000	0.00	0.00	16	-4.814	18.260	0.0	0.0	2.0	1	1.35	0.60	"4U 1728-34"	0.168	0.0	5.480	0.348	-	-	53784.66234	0.626	5901	-33.831	0.1474	
"SLX 1744-300"	53785.00339	IJ1	1	9.4	4.9	0.0	0.0	IJ1	0.0000	0.0000	1.33	0.00	0.00	-	1	7.8	3.113	0.798	040900360010	0	0.00	0.00	0.00	0.00	0	122.22	0.000	72.2	23.4	17.7904	0.0	23.6	10.1	1	146211	02-12-2013	0.000	0.000	0.00	0.00	0	10.929	4.477	0.0	0.0	167.1	1	0.71	0.24	"SLX 1744-300"	0.674	0.0	0.736	0.153	-	-	53785.00339	0.779	5902	-30.045	0.1440	
"1A 1742-294"	53785.06563	IJ1	1	14.0	8.6	0.0	0.0	IJ1	0.0000	0.0000	1.00	4.00	0.00	-	1	10.2	4.250	0.000	040900380010	0	0.00	0.00	0.00	0.00	0	127.92	0.000	69.6	26.3	17.7682	0.0	32.5	14.0	1	122972	02-12-2013	0.000	0.000	0.00	0.00	0	10.909	4.630	0.0	0.0	18.3	1	0.54	0.27	"1A 1742-294"	0.610	0.0	0.073	0.355	-	-	53785.06563	0.000	5903	-29.515	0.0048	
"SLX 1744-300"	53785.27273	IJ1	1	5.2	2.4	0.0	0.0	IJ1	0.0000	0.0000	1.21	2.00	0.00	-	1	2.3	1.157	0.701	040900430010	0	0.00	0.00	0.00	0.00	0	70.20	0.000	74.3	24.3	17.7904	0.0	11.4	5.9	1	146218	02-12-2013	0.000	0.000	0.00	0.00	0	6.445	2.154	0.0	0.0	6.5	1	0.75	0.24	"SLX 1744-300"	0.775	0.0	0.707	0.108	-	-	53785.27273	0.719	5904	-30.045	0.1384	
"1A 1742-294"	53785.30432	IJ1	1	18.7	9.0	0.0	0.0	IJ1	0.0000	0.0000	1.00	4.00	0.00	-	2	40.6	13.946	1.159	040900430010	0	0.00	0.00	0.00	0.00	0	35.16	0.000	67.6	20.4	17.7682	0.0	87.7	29.9	1	122977	02-12-2013	0.000	0.000	0.00	0.00	0	18.677	6.376	0.0	0.0	5.7	1	0.60	0.21	"1A 1742-294"	0.888	0.0	1.108	0.102	-	-	53785.30432	0.673	5905	-29.515	0.0727	
